"City_Municipality","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Last_Update"
"VILLA DE SAN DIEGO DE UBATE","CUNDINAMARCA","5.30754098383","-73.8143463395","1","2","0","1","1","0","0","","","50","","","","50","50","2020-04-23 16:38:00"
"VILLA DEL ROSARIO","NORTE DE SANTANDER","5.89524387061","-76.5440065535","2","3","0","1","2","0","0","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-04-23 16:38:00"
"VILLAMARIA","CALDAS","5.04380668643","-75.5137606023","1","3","0","2","1","0","0","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-23 16:38:00"
"VILLAPINZON","CUNDINAMARCA","5.21643837183","-73.5953546674","4","6","2","0","4","0","0","","","66.666666666667","","","33.333333333333","","66.666666666667","2020-04-23 16:38:00"
"VILLAVICENCIO","META","8.45697278227","-76.1247069871","114","127","4","9","114","0","0","","","89.763779527559","","","3.1496062992126","7.0866141732283","89.763779527559","2020-04-23 16:38:00"
"VILLETA","CUNDINAMARCA","5.01279063928","-74.469704945","2","4","0","2","2","0","0","","","50","","","","50","50","2020-04-23 16:38:00"
"VITERBO","CALDAS","5.06266423587","-75.8706098599","0","2","0","2","0","0","0","","","","","","","100","","2020-04-23 16:38:00"
"YOPAL","CASANARE","5.3276126513","-72.396915159","8","10","0","2","8","0","0","","","80","","","","20","80","2020-04-23 16:38:00"
"YOTOCO","VALLE DEL CAUCA","3.86121458419","-76.3824744527","1","1","0","0","1","0","0","","","100","","","","","100","2020-04-23 16:38:00"
"YUMBO","VALLE DEL CAUCA","3.52896890809","-76.499819783","16","20","0","4","14","1","1","2","10","70","5","5","","20","80","2020-04-23 16:38:00"
"ZIPAQUIRA","CUNDINAMARCA","5.02547168537","-73.9944712419","8","11","1","2","8","0","0","","","72.727272727273","","","9.0909090909091","18.181818181818","72.727272727273","2020-04-23 16:38:00"
"ZONA BANANERA","MAGDALENA","10.764167","-74.157222","1","2","1","0","1","0","0","","","50","","","50","","50","2020-04-23 16:38:00"
"QUIBDO","CHOCO","5.69219518726","-76.6259693555","10","10","0","0","10","0","0","","","100","","","","","100","2020-04-23 16:38:00"
